Iterations,Elapsed time,Pressure,Error,Status,Baro Pressure
1,0.052172183990478516,939.52185,16908288,6296576,939.92065
2,0.06352639198303223,939.52057,16908288,6296576,939.92603
3,0.06067681312561035,939.52057,16908288,6296576,939.92603
4,0.06139707565307617,939.52185,16908288,6296576,939.92603
5,0.06233859062194824,939.54059,16908288,6296576,939.92603
6,0.05923628807067871,939.52057,16908288,6296576,939.92603
7,0.06200575828552246,939.54767,16908288,6296576,939.92603
8,0.061574459075927734,939.54767,16908288,6296576,939.92603
9,0.060480594635009766,939.52185,16908288,6296576,939.92603
10,0.06227993965148926,939.52057,16908288,6296576,939.92725
11,0.06110692024230957,939.54767,16908288,6296576,939.92725
12,0.06084179878234863,939.54767,16908288,6296576,939.92725
13,0.06174755096435547,939.49475,16908288,6296576,939.92725
14,0.06298184394836426,939.52057,16908288,6296576,939.92725
15,0.060123443603515625,939.52185,16908288,6296576,939.92725
16,0.06116890907287598,939.49475,16908288,6296576,939.92725
17,0.06314229965209961,939.49475,16908288,6296576,939.92725
18,0.060547828674316406,939.54767,16908288,6296576,939.92725
19,0.06096076965332031,939.52185,16908288,6296576,939.9353
20,0.06266188621520996,939.52185,16908288,6296576,939.9353
21,0.06245279312133789,939.52057,16908288,6296576,939.9353
22,0.06209564208984375,939.52057,16908288,6296576,939.9353
23,0.060080766677856445,939.52185,16908288,6296576,939.9353
24,0.0619051456451416,939.52185,16908288,6296576,939.9353
25,0.06178402900695801,939.52057,16908288,6296576,939.9353
26,0.06058907508850098,939.52057,16908288,6296576,939.9353
27,0.05970454216003418,939.52185,16908288,6296576,939.93604
28,0.06274604797363281,939.54901,16908288,6296576,939.93604
29,0.06072735786437988,939.54767,16908288,6296576,939.93604
30,0.06255364418029785,939.49475,16908288,6296576,939.93604
31,0.06173253059387207,939.49475,16908288,6296576,939.93604
32,0.06191563606262207,939.52057,16908288,6296576,939.93604
33,0.06072735786437988,939.52057,16908288,6296576,939.93604
34,0.06262660026550293,939.52185,16908288,6296576,939.93604
35,0.06112551689147949,939.52057,16908288,6296576,939.92407
36,0.06297063827514648,939.52057,16908288,6296576,939.92407
37,0.06182241439819336,939.49408,16908288,6296576,939.92407
38,0.06103253364562988,939.54901,16908288,6296576,939.92407
39,0.06129264831542969,939.52057,16908288,6296576,939.92407
40,0.060964107513427734,939.52057,16908288,6296576,939.92407
41,0.06071782112121582,939.52057,16908288,6296576,939.92407
42,0.06082034111022949,939.52185,16908288,6296576,939.92407
43,0.06053638458251953,939.52057,16908288,6296576,939.93018
44,0.06097531318664551,939.52057,16908288,6296576,939.93018
45,0.06282973289489746,939.52057,16908288,6296576,939.93018
46,0.06096506118774414,939.52185,16908288,6296576,939.93018
47,0.06182432174682617,939.52057,16908288,6296576,939.93018
48,0.061487436294555664,939.52057,16908288,6296576,939.93018
49,0.062352895736694336,939.52185,16908288,6296576,939.93018
50,0.06316614151000977,939.52185,16908288,6296576,939.93018
51,0.06222724914550781,939.57483,16908288,6296576,939.92725
52,0.060678958892822266,939.54767,16908288,6296576,939.92725
53,0.06026315689086914,939.49475,16908288,6296576,939.92725
54,0.062447309494018555,939.49475,16908288,6296576,939.92725
