elapsedTime,ms,pressureSetPoint,setPointType,stepCount,pressureError,totalStepCount,controlledPressure,pressureAbs,pressureGauge,pressureBaro,pressureOld,stepSize,pressureCorrectionTarget,requestedMotorCurrent,measuredMotorCurrent,opticalSensorReading,pistonPosition,motorSpeed,inRange,pumpTolerance,minSysVolumeEstimate,maxSysVolumeEstimate,minEstimatedLeakRate,maxEstimatedLeakRate,measuredPressure,smoothedPressure,changeInPressure,prevChangeInPressure,dP2,estimatedVolume,algorithmType,changeInVolume,prevChangeInVolume,dV2,measuredVolume,estimatedLeakRate,measuredLeakRate,estimatedKp,measuredKp,sensorUncertainty,uncertaintyPressureDiff,uncertaintyVolumeEstimate,uncertaintyMeasuredVolume,uncertaintyVolumeChange,uncertaintyEstimatedLeakRate,uncertaintyMeasuredLeakRate,maxZScore,lambda,uncertaintySmoothedPressureError,targetdP,smoothedPressureError,smoothedSquaredPressureError,gamma,predictionError,predictionErrorType,maxAchievablePressure,minAcheivablePressure,maxPositivePressureChangeAchievable,maxNegativePressureChangeAchievable,minPressureAdjustmentFactor,nominalHomePosition,expectedPressureCenterPosition,maxIterationsIIRFilter,minInterationsIIRFilter,changeToEstimatedleakRate,alpha,smoothedPressureErrorForCorrection,log10Epsilon,residualLeakRate,measuredLeakRate1,numberOfControlIterations,status,pumpUp,pumpDown,control,venting,stable,vented,excessLeak,excessVOlume,overPressure,excessOffset,measure,fineControl,pistonCentered,centering,controlledVent,centeringVent,rangeExceeded,coarseControlError,ventDirUp,ventDirDown
817,2,0.0,0,0,0.0,24655,-34.947265625,917.0908203125,-34.947265625,952.0380859375,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.0908203125,917.0908203125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
890,2,0.0,0,0,0.0,24655,-34.92724609375,917.11083984375,-34.92724609375,952.0380859375,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.11083984375,917.11083984375,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
962,2,0.0,0,0,0.0,24655,-35.02783203125,917.01025390625,-35.02783203125,952.0380859375,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.01025390625,917.01025390625,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1036,2,0.0,0,0,0.0,24655,-35.036376953125,917.001708984375,-35.036376953125,952.0380859375,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.001708984375,917.001708984375,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1108,2,0.0,0,0,0.0,24682,-35.0380859375,917.0,-35.0380859375,952.0380859375,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.0,917.0,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1181,2,0.0,0,0,0.0,24682,-34.8427734375,917.1953125,-34.8427734375,952.0380859375,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.1953125,917.1953125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1253,2,0.0,0,0,0.0,24655,-34.7294921875,917.30908203125,-34.7294921875,952.03857421875,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.30908203125,917.30908203125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1326,2,0.0,0,0,0.0,24655,-35.0673828125,916.97119140625,-35.0673828125,952.03857421875,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,916.97119140625,916.97119140625,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1398,2,0.0,0,0,0.0,24682,-35.050048828125,916.988525390625,-35.050048828125,952.03857421875,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,916.988525390625,916.988525390625,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1472,2,0.0,0,0,0.0,24682,-34.674072265625,917.364501953125,-34.674072265625,952.03857421875,1.1210387714598537e-44,0,0.0,0.0,0.0,1099,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.364501953125,917.364501953125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1544,2,0.0,0,0,0.0,24682,-35.032470703125,917.006103515625,-35.032470703125,952.03857421875,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.006103515625,917.006103515625,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1617,2,0.0,0,0,0.0,24682,-34.976318359375,917.062255859375,-34.976318359375,952.03857421875,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.062255859375,917.062255859375,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1689,2,0.0,0,0,0.0,24655,-34.83203125,917.20654296875,-34.83203125,952.03857421875,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.20654296875,917.20654296875,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1762,2,0.0,0,0,0.0,24655,-34.985595703125,917.048828125,-34.985595703125,952.034423828125,1.1210387714598537e-44,0,0.0,0.0,0.0,1099,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.048828125,917.048828125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1834,2,0.0,0,0,0.0,24682,-34.991943359375,917.04248046875,-34.991943359375,952.034423828125,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.04248046875,917.04248046875,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1908,2,0.0,0,0,0.0,24682,-34.902099609375,917.13232421875,-34.902099609375,952.034423828125,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.13232421875,917.13232421875,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1980,2,0.0,0,0,0.0,24682,-34.95849609375,917.075927734375,-34.95849609375,952.034423828125,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.075927734375,917.075927734375,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2053,2,0.0,0,0,0.0,24682,-34.7021484375,917.332275390625,-34.7021484375,952.034423828125,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.332275390625,917.332275390625,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2125,2,0.0,0,0,0.0,24682,-34.929443359375,917.10498046875,-34.929443359375,952.034423828125,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.10498046875,917.10498046875,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
