elapsedTime,ms,pressureSetPoint,setPointType,stepCount,pressureError,totalStepCount,controlledPressure,pressureAbs,pressureGauge,pressureBaro,pressureOld,stepSize,pressureCorrectionTarget,requestedMotorCurrent,measuredMotorCurrent,opticalSensorReading,pistonPosition,motorSpeed,inRange,pumpTolerance,minSysVolumeEstimate,maxSysVolumeEstimate,minEstimatedLeakRate,maxEstimatedLeakRate,measuredPressure,smoothedPressure,changeInPressure,prevChangeInPressure,dP2,estimatedVolume,algorithmType,changeInVolume,prevChangeInVolume,dV2,measuredVolume,estimatedLeakRate,measuredLeakRate,estimatedKp,measuredKp,sensorUncertainty,uncertaintyPressureDiff,uncertaintyVolumeEstimate,uncertaintyMeasuredVolume,uncertaintyVolumeChange,uncertaintyEstimatedLeakRate,uncertaintyMeasuredLeakRate,maxZScore,lambda,uncertaintySmoothedPressureError,targetdP,smoothedPressureError,smoothedSquaredPressureError,gamma,predictionError,predictionErrorType,maxAchievablePressure,minAcheivablePressure,maxPositivePressureChangeAchievable,maxNegativePressureChangeAchievable,minPressureAdjustmentFactor,nominalHomePosition,expectedPressureCenterPosition,maxIterationsIIRFilter,minInterationsIIRFilter,changeToEstimatedleakRate,alpha,smoothedPressureErrorForCorrection,log10Epsilon,residualLeakRate,measuredLeakRate1,numberOfControlIterations,status,pumpUp,pumpDown,control,venting,stable,vented,excessLeak,excessVOlume,overPressure,excessOffset,measure,fineControl,pistonCentered,centering,controlledVent,centeringVent,rangeExceeded,coarseControlError,ventDirUp,ventDirDown
90,2,0.0,0,0,0.0,24709,-34.83203125,917.210693359375,-34.83203125,952.042724609375,1.1210387714598537e-44,0,0.0,0.0,0.0,1099,24709,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.210693359375,917.210693359375,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010000000010000000000000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,2,0.0,0,0,0.0,24709,-34.912109375,917.130615234375,-34.912109375,952.042724609375,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24709,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.130615234375,917.130615234375,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236,2,0.0,0,0,0.0,24655,-34.73095703125,917.311767578125,-34.73095703125,952.042724609375,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.311767578125,917.311767578125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309,2,0.0,0,0,0.0,24655,-34.87744140625,917.146484375,-34.87744140625,952.02392578125,1.1210387714598537e-44,0,0.0,0.0,0.0,1099,24655,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.146484375,917.146484375,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
381,2,0.0,0,0,0.0,24682,-34.666015625,917.35791015625,-34.666015625,952.02392578125,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.35791015625,917.35791015625,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,2,0.0,0,0,0.0,24682,-34.880126953125,917.143798828125,-34.880126953125,952.02392578125,1.1210387714598537e-44,0,0.0,0.0,0.0,1096,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.143798828125,917.143798828125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
526,2,0.0,0,0,0.0,24682,-34.974365234375,917.049560546875,-34.974365234375,952.02392578125,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.049560546875,917.049560546875,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,2,0.0,0,0,0.0,24682,-34.962158203125,917.061767578125,-34.962158203125,952.02392578125,1.1210387714598537e-44,0,0.0,0.0,0.0,1097,24682,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.061767578125,917.061767578125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,2,0.0,0,0,0.0,24709,-34.802734375,917.22119140625,-34.802734375,952.02392578125,1.1210387714598537e-44,0,0.0,0.0,0.0,1099,24709,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,917.22119140625,917.22119140625,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
745,2,0.0,0,0,0.0,24709,-35.07421875,916.94970703125,-35.07421875,952.02392578125,1.1210387714598537e-44,0,0.0,0.0,0.0,1098,24709,0.0,1,0.004999999888241291,5.0,100.0,0.0,0.20000000298023224,916.94970703125,916.94970703125,0.0,0.0,-3.1062215183087168e+35,100.0,0,0.0,0.0,2.57535340136455e-36,100.0,0.0,0.0,500.0,-533450227712.0,0.03999999910593033,0.07999999821186066,100000000.0,7.686717253818642e-07,7.686717253818642e-07,0.07999999821186066,0.009800000116229057,2.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.9800000190734863,0.0,0,0.0,0.0,1000000.0,-1000000.0,0.004999999888241291,25000,0.0,300,10,0,1036831949,0,3207803699,2338277832,4146468082,10,00010100000010000000000000000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
