Iterations,Elapsed time,Pressure,Error,Status,Baro Pressure
1800,0.924736738204956,939.49066,16908288,6296576,939.95508
1800,0.9289591312408447,939.46289,16908288,6296576,939.95728
1800,0.989016056060791,939.48999,16908288,6296576,939.9519
1800,0.06424236297607422,939.46289,16908288,6296576,939.96411
1800,0.06175541877746582,939.46289,16908288,6296576,939.96411
1800,0.06311821937561035,939.46417,16908288,6296576,939.96411
1800,0.06211400032043457,939.49066,16908288,6296576,939.96411
1800,0.060434579849243164,939.46289,16908288,6296576,939.96411
1800,0.061066389083862305,939.46289,16908288,6296576,939.95483
1800,0.061087846755981445,939.49066,16908288,6296576,939.95483
1800,0.06284904479980469,939.49066,16908288,6296576,939.95483
1800,0.059668540954589844,939.51587,16908288,6296576,939.95483
1800,0.06195402145385742,939.51648,16908288,6296576,939.95483
1800,0.0623626708984375,939.51648,16908288,6296576,939.95483
1800,0.06160855293273926,939.49066,16908288,6296576,939.95483
1800,0.06279730796813965,939.48999,16908288,6296576,939.95483
1800,0.06303715705871582,939.54358,16908288,6296576,939.95313
1800,0.0621180534362793,939.46417,16908288,6296576,939.95313
1800,0.062264204025268555,939.46417,16908288,6296576,939.95313
1800,0.06220531463623047,939.48999,16908288,6296576,939.95313
1800,0.06196165084838867,939.48999,16908288,6296576,939.95313
1800,0.06108570098876953,939.49066,16908288,6296576,939.95313
1800,0.061983585357666016,939.49066,16908288,6296576,939.95313
1800,0.05803108215332031,939.48999,16908288,6296576,939.95313
1800,0.05801510810852051,939.46289,16908288,6296576,939.95288
1800,0.05083608627319336,939.51648,16908288,6296576,939.95288
1800,0.0656583309173584,939.51648,16908288,6296576,939.95288
1800,0.06808757781982422,939.48999,16908288,6296576,939.95288
1800,0.07531261444091797,939.51587,16908288,6296576,939.95288
1800,0.057478904724121094,939.49066,16908288,6296576,939.95288
1800,0.05224871635437012,939.48999,16908288,6296576,939.95288
1800,0.05510520935058594,939.48999,16908288,6296576,939.95288
1800,0.06054854393005371,939.48999,16908288,6296576,939.94092
1800,0.06605887413024902,939.54358,16908288,6296576,939.94092
1800,0.06632733345031738,939.51587,16908288,6296576,939.94092
1800,0.06737422943115234,939.51587,16908288,6296576,939.94092
1800,0.06414127349853516,939.51587,16908288,6296576,939.94092
1800,0.05149960517883301,939.49066,16908288,6296576,939.94092
1800,0.06645607948303223,939.51587,16908288,6296576,939.94092
1800,0.05669879913330078,939.48035,16908288,6296576,939.94092
1800,0.06411480903625488,939.48035,16908288,6296576,939.94092
1800,0.06660103797912598,939.49066,16908288,6296576,939.94482
1800,0.06160736083984375,939.49066,16908288,6296576,939.94482
1800,0.06890869140625,939.48999,16908288,6296576,939.94482
1800,0.06305813789367676,939.54358,16908288,6296576,939.94482
1800,0.05684328079223633,939.49066,16908288,6296576,939.94482
1800,0.07986664772033691,939.49066,16908288,6296576,939.94482
1800,0.052513837814331055,939.48999,16908288,6296576,939.94482
1800,0.06311225891113281,939.49066,16908288,6296576,939.94482
1800,0.0597834587097168,939.51648,16908288,6296576,939.94482
1800,0.054617881774902344,939.51587,16908288,6296576,939.94482
1800,0.06879210472106934,939.51587,16908288,6296576,939.94482
1800,0.06594443321228027,939.48999,16908288,6296576,939.94482
1800,0.05029153823852539,939.51648,16908288,6296576,939.94482
1800,0.05009031295776367,939.51587,16908288,6296576,939.94482
1800,0.06415915489196777,939.51587,16908288,6296576,939.94482
1800,0.051906585693359375,939.51648,16908288,6296576,939.94482
1800,0.05126237869262695,939.49066,16908288,6296576,939.94824
1800,0.06534409523010254,939.49066,16908288,6296576,939.94824
1800,0.07028341293334961,939.48999,16908288,6296576,939.94824
1800,0.06186223030090332,939.49066,16908288,6296576,939.94824
1800,0.06628227233886719,939.54358,16908288,6296576,939.94824
1800,0.05865478515625,939.51587,16908288,6296576,939.94824
1800,0.058100223541259766,939.51587,16908288,6296576,939.94824
1800,0.05091714859008789,939.48999,16908288,6296576,939.94824
1800,0.06498169898986816,939.51648,16908288,6296576,939.94824
1800,0.05360984802246094,939.48999,16908288,6296576,939.9375
1800,0.0649271011352539,939.48999,16908288,6296576,939.9375
1800,0.06618094444274902,939.54358,16908288,6296576,939.9375
1800,0.06643462181091309,939.51648,16908288,6296576,939.9375
1800,0.06486964225769043,939.51587,16908288,6296576,939.9375
1800,0.06185483932495117,939.48999,16908288,6296576,939.9375
1800,0.05540752410888672,939.48999,16908288,6296576,939.9375
1800,0.06713628768920898,939.49066,16908288,6296576,939.9375
1800,0.06683492660522461,939.48999,16908288,6296576,939.94995
1800,0.05232548713684082,939.51587,16908288,6296576,939.94995
1800,0.06377506256103516,939.51587,16908288,6296576,939.94995
1800,0.06667280197143555,939.54358,16908288,6296576,939.94995
1800,0.06545066833496094,939.51587,16908288,6296576,939.94995
1800,0.05444645881652832,939.54236,16908288,6296576,939.94995
1800,0.06432628631591797,939.50879,16908288,6296576,939.94995
1800,0.06615257263183594,939.50879,16908288,6296576,939.94995
1800,0.06795573234558105,939.48999,16908288,6296576,939.94824
1800,0.07034158706665039,939.51587,16908288,6296576,939.94824
1800,0.061429738998413086,939.54358,16908288,6296576,939.94824
1800,0.06807136535644531,939.51648,16908288,6296576,939.94824
1800,0.06554603576660156,939.48999,16908288,6296576,939.94824
1800,0.051054954528808594,939.48999,16908288,6296576,939.94824
1800,0.06717085838317871,939.46417,16908288,6296576,939.94824
1800,0.06588387489318848,939.49066,16908288,6296576,939.94824
1800,0.06128954887390137,939.51587,16908288,6296576,939.93872
1800,0.06265044212341309,939.49066,16908288,6296576,939.93872
1800,0.06145906448364258,939.49066,16908288,6296576,939.93872
1800,0.06509757041931152,939.54358,16908288,6296576,939.93872
1800,0.05881857872009277,939.48999,16908288,6296576,939.93872
1800,0.06162238121032715,939.48999,16908288,6296576,939.93872
1800,0.061948537826538086,939.46417,16908288,6296576,939.93872
1800,0.059709787368774414,939.46417,16908288,6296576,939.93872
1800,0.06189727783203125,939.48999,16908288,6296576,939.9646
1800,0.06094789505004883,939.48999,16908288,6296576,939.9646
1800,0.06046247482299805,939.49066,16908288,6296576,939.9646
1800,0.06158566474914551,939.49066,16908288,6296576,939.9646
1800,0.06185507774353027,939.48999,16908288,6296576,939.9646
1800,0.06226682662963867,939.51587,16908288,6296576,939.9646
1800,0.06392383575439453,939.49066,16908288,6296576,939.9646
1800,0.06523776054382324,939.48999,16908288,6296576,939.9646
1800,0.05551886558532715,939.48999,16908288,6296576,939.95142
1800,0.06670856475830078,939.51587,16908288,6296576,939.95142
1800,0.0658566951751709,939.49066,16908288,6296576,939.95142
