Iterations,Elapsed time,Pressure,Error,Status,Baro Pressure
1800,0.06278586387634277,939.46417,16908288,6296576,939.96436
1800,0.06734919548034668,939.46417,16908288,6296576,939.96436
1800,0.052388906478881836,939.51587,16908288,6296576,939.96436
1800,0.06671571731567383,939.51587,16908288,6296576,939.96436
1800,0.06507730484008789,939.54358,16908288,6296576,939.96484
1800,0.06700778007507324,939.54358,16908288,6296576,939.96484
1800,0.05903434753417969,939.51587,16908288,6296576,939.96484
1800,0.05750870704650879,939.49066,16908288,6296576,939.96484
1800,0.0657651424407959,939.49066,16908288,6296576,939.96484
1800,0.06740999221801758,939.46289,16908288,6296576,939.96484
1800,0.05032491683959961,939.48999,16908288,6296576,939.96484
1800,0.062444210052490234,939.48999,16908288,6296576,939.96484
1800,0.05376434326171875,939.43701,16908288,6296576,939.94922
1800,0.05204010009765625,939.48999,16908288,6296576,939.94922
1800,0.05810117721557617,939.48999,16908288,6296576,939.94922
1800,0.07569122314453125,939.48999,16908288,6296576,939.94922
1800,0.06620001792907715,939.49066,16908288,6296576,939.94922
1800,0.0653223991394043,939.48999,16908288,6296576,939.94922
1800,0.06781435012817383,939.48999,16908288,6296576,939.94922
1800,0.06477785110473633,939.48999,16908288,6296576,939.94922
1800,0.052208662033081055,939.46417,16908288,6296576,939.96411
1800,0.06658363342285156,939.48999,16908288,6296576,939.96411
1800,0.06215691566467285,939.46289,16908288,6296576,939.96411
1800,0.06259965896606445,939.51648,16908288,6296576,939.96411
1800,0.06423497200012207,939.51648,16908288,6296576,939.96411
1800,0.0592803955078125,939.45581,16908288,6296576,939.96411
1800,0.051718950271606445,939.48999,16908288,6296576,939.96411
1800,0.061232566833496094,939.49066,16908288,6296576,939.96411
1800,0.06690144538879395,939.49066,16908288,6296576,939.96411
1800,0.06270933151245117,939.48999,16908288,6296576,939.94702
1800,0.06237220764160156,939.51587,16908288,6296576,939.94702
1800,0.061515092849731445,939.46417,16908288,6296576,939.94702
1800,0.0625922679901123,939.49066,16908288,6296576,939.94702
1800,0.06325984001159668,939.49066,16908288,6296576,939.94702
1800,0.06313610076904297,939.48999,16908288,6296576,939.94702
1800,0.06264233589172363,939.49066,16908288,6296576,939.94702
1800,0.061661720275878906,939.49066,16908288,6296576,939.94702
1800,0.06327199935913086,939.46289,16908288,6296576,939.95239
1800,0.06210780143737793,939.46289,16908288,6296576,939.95239
1800,0.06289076805114746,939.48999,16908288,6296576,939.95239
1800,0.061743974685668945,939.49066,16908288,6296576,939.95239
1800,0.05971097946166992,939.48999,16908288,6296576,939.95239
1800,0.052678823471069336,939.48999,16908288,6296576,939.95239
1800,0.058389902114868164,939.51587,16908288,6296576,939.95239
1800,0.061251163482666016,939.46417,16908288,6296576,939.95239
1800,0.06283116340637207,939.46289,16908288,6296576,939.95605
1800,0.06522202491760254,939.46289,16908288,6296576,939.95605
1800,0.06106686592102051,939.48999,16908288,6296576,939.95605
1800,0.06176948547363281,939.49066,16908288,6296576,939.95605
1800,0.0616450309753418,939.51648,16908288,6296576,939.95605
1800,0.06169748306274414,939.48999,16908288,6296576,939.95605
1800,0.06121110916137695,939.48999,16908288,6296576,939.95605
1800,0.06255388259887695,939.51648,16908288,6296576,939.95605
