Iterations,Elapsed time,Pressure,Error,Status,Baro Pressure
1800,0.06070375442504883,939.49066,16908288,6296576,939.95361
1800,0.06271862983703613,939.51587,16908288,6296576,939.95361
1800,0.06174278259277344,939.46417,16908288,6296576,939.95361
1800,0.06091594696044922,939.46417,16908288,6296576,939.95361
1800,0.061081886291503906,939.46417,16908288,6296576,939.95361
1800,0.06296038627624512,939.48999,16908288,6296576,939.95361
1800,0.055254220962524414,939.49066,16908288,6296576,939.95361
1800,0.06625747680664062,939.49066,16908288,6296576,939.95361
1800,0.06310534477233887,939.46417,16908288,6296576,939.95361
1800,0.06026577949523926,939.48999,16908288,6296576,939.95679
1800,0.061513423919677734,939.48999,16908288,6296576,939.95679
1800,0.061429738998413086,939.49066,16908288,6296576,939.95679
1800,0.05203604698181152,939.49066,16908288,6296576,939.95679
1800,0.0633232593536377,939.48999,16908288,6296576,939.95679
1800,0.06290698051452637,939.46289,16908288,6296576,939.95679
1800,0.06098008155822754,939.46417,16908288,6296576,939.95679
1800,0.060311317443847656,939.46417,16908288,6296576,939.95679
1800,0.06059741973876953,939.51587,16908288,6296576,939.96118
1800,0.06249094009399414,939.46289,16908288,6296576,939.96118
1800,0.06251311302185059,939.51648,16908288,6296576,939.96118
1800,0.06279993057250977,939.51648,16908288,6296576,939.96118
1800,0.061951398849487305,939.48999,16908288,6296576,939.96118
1800,0.061731576919555664,939.51587,16908288,6296576,939.96118
1800,0.06180834770202637,939.49066,16908288,6296576,939.96118
1800,0.06156778335571289,939.51587,16908288,6296576,939.96118
1800,0.06200432777404785,939.51587,16908288,6296576,939.96362
1800,0.06134915351867676,939.48999,16908288,6296576,939.96362
1800,0.061985015869140625,939.51648,16908288,6296576,939.96362
1800,0.061491966247558594,939.51587,16908288,6296576,939.96362
1800,0.060220956802368164,939.48999,16908288,6296576,939.96362
1800,0.0614476203918457,939.48999,16908288,6296576,939.96362
1800,0.06150364875793457,939.49066,16908288,6296576,939.96362
1800,0.06221342086791992,939.51587,16908288,6296576,939.96362
1800,0.0633690357208252,939.48999,16908288,6296576,939.95239
1800,0.0631418228149414,939.48999,16908288,6296576,939.95239
1800,0.06250882148742676,939.49066,16908288,6296576,939.95239
1800,0.061326026916503906,939.51648,16908288,6296576,939.95239
1800,0.05988287925720215,939.46289,16908288,6296576,939.95239
1800,0.06126880645751953,939.46289,16908288,6296576,939.95239
1800,0.062081098556518555,939.46289,16908288,6296576,939.95239
1800,0.060848236083984375,939.49066,16908288,6296576,939.95239
1800,0.06001091003417969,939.46289,16908288,6296576,939.95264
1800,0.06292128562927246,939.49066,16908288,6296576,939.95264
1800,0.06177878379821777,939.51648,16908288,6296576,939.95264
1800,0.06488847732543945,939.51648,16908288,6296576,939.95264
1800,0.06079840660095215,939.48999,16908288,6296576,939.95264
1800,0.06297755241394043,939.48999,16908288,6296576,939.95264
1800,0.0617678165435791,939.49066,16908288,6296576,939.95264
1800,0.06282734870910645,939.48999,16908288,6296576,939.95264
1800,0.061211585998535156,939.48999,16908288,6296576,939.95264
